Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
388,tt1183923,2026-02-16,2026-02-16,,"Welcome to the Rileys","Welcome to the Rileys",https://www.imdb.com/title/tt1183923/,Movie,6.9,110,2010,"Drama",26015,2011-11-18,"Jake Scott",,
389,tt0097216,2026-02-16,2026-02-16,,"Do the Right Thing","Do the Right Thing",https://www.imdb.com/title/tt0097216/,Movie,7.9,120,1989,"Comedy, Drama",124838,1989-07-21,"Spike Lee",,
390,tt0057565,2026-02-16,2026-02-16,,"High and Low","Tengoku to jigoku",https://www.imdb.com/title/tt0057565/,Movie,8.4,143,1963,"Crime, Drama, Mystery, Thriller",72168,1963-11-26,"Akira Kurosawa",,
391,tt0053291,2026-02-16,2026-02-16,,"Some Like It Hot","Some Like It Hot",https://www.imdb.com/title/tt0053291/,Movie,8.2,121,1959,"Comedy, Music, Romance",304906,1959-03-19,"Billy Wilder",,
392,tt0044081,2026-02-17,2026-02-17,,"A Streetcar Named Desire","A Streetcar Named Desire",https://www.imdb.com/title/tt0044081/,Movie,7.9,122,1951,"Drama",118942,1951-09-19,"Elia Kazan",,
393,tt8634332,2026-02-17,2026-02-17,,"The Righteous Gemstones","The Righteous Gemstones",https://www.imdb.com/title/tt8634332/,TV Series,8.1,40,2019,"Comedy, Drama",66044,2019-08-18,,,
394,tt27847051,2026-02-19,2026-02-19,,"The Secret Agent","O Agente Secreto",https://www.imdb.com/title/tt27847051/,Movie,7.2,161,2025,"Crime, Drama, Mystery, Thriller",57692,2025-11-06,"Kleber Mendonça Filho",,
395,tt6217608,2026-02-19,2026-02-19,,"The Rider","The Rider",https://www.imdb.com/title/tt6217608/,Movie,7.4,104,2017,"Drama, Western",22203,2018-04-13,"Chloé Zhao",,
396,tt0113568,2026-02-19,2026-02-19,,"Ghost in the Shell","Kôkaku kidôtai",https://www.imdb.com/title/tt0113568/,Movie,7.9,83,1995,"Animation, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",174428,1996-03-29,"Mamoru Oshii",,
397,tt29768334,2026-03-02,2026-03-02,,"Train Dreams","Train Dreams",https://www.imdb.com/title/tt29768334/,Movie,7.5,102,2025,"Drama",109030,2025-11-21,"Clint Bentley",,
398,tt14192504,2026-03-03,2026-03-03,,"We Own This City","We Own This City",https://www.imdb.com/title/tt14192504/,TV Mini Series,7.6,60,2022,"Biography, Crime, Drama",33021,2022-04-25,,,
399,tt0409847,2026-03-13,2026-03-13,,"Cowboys & Aliens","Cowboys & Aliens",https://www.imdb.com/title/tt0409847/,Movie,6.0,119,2011,"Animation, Action, Drama, Sci-Fi, Thriller, Western",242394,2011-07-29,"Jon Favreau",,
400,tt6668212,2026-03-20,2026-03-20,,"A Life of Speed: The Juan Manuel Fangio Story","Fangio: El hombre que domaba las máquinas",https://www.imdb.com/title/tt6668212/,Movie,7.1,92,2020,"Documentary, Biography, Sport",2560,2020-03-20,"Francisco Macri",,
401,tt0804484,2026-03-20,2026-03-20,,"Foundation","Foundation",https://www.imdb.com/title/tt0804484/,TV Series,7.6,60,2021,"Drama, Sci-Fi",127040,2021-09-24,,,
402,tt0285742,2026-03-20,2026-03-20,,"Monster's Ball","Monster's Ball",https://www.imdb.com/title/tt0285742/,Movie,7.0,111,2001,"Drama, Romance",97334,2002-03-01,"Marc Forster",,
403,tt15799564,2026-03-20,2026-03-20,,"Wild Horse Nine","Wild Horse Nine",https://www.imdb.com/title/tt15799564/,Movie,,,2026,"Comedy, Crime, Drama, Thriller",0,2026-11-06,"Martin McDonagh",,
404,tt9243804,2026-03-30,2026-03-30,,"The Green Knight","The Green Knight",https://www.imdb.com/title/tt9243804/,Movie,6.6,130,2021,"Adventure, Drama, Fantasy",132498,2021-07-30,"David Lowery",,
405,tt1972591,2026-03-31,2026-03-31,,"King Arthur: Legend of the Sword","King Arthur: Legend of the Sword",https://www.imdb.com/title/tt1972591/,Movie,6.7,126,2017,"Action, Adventure, Drama, Fantasy",248009,2017-05-12,"Guy Ritchie",,
406,tt0082933,2026-04-09,2026-04-09,,"Possession","Possession",https://www.imdb.com/title/tt0082933/,Movie,7.2,124,1981,"Drama, Horror",57860,1983-10-28,"Andrzej Żuławski",,
407,tt14173636,2026-04-09,2026-04-09,,"The Invite","The Invite",https://www.imdb.com/title/tt14173636/,Movie,7.0,107,2026,"Comedy, Drama, Romance",513,2026-06-25,"Olivia Wilde",,
408,tt34611082,2026-04-16,2026-04-16,,"Ladies First","Ladies First",https://www.imdb.com/title/tt34611082/,Movie,5.8,90,2026,"Comedy",26807,2026-05-22,"Thea Sharrock",,
409,tt0049291,2026-05-06,2026-05-06,,"The Harder They Fall","The Harder They Fall",https://www.imdb.com/title/tt0049291/,Movie,7.5,109,1956,"Drama, Film-Noir, Sport, Thriller",10344,1956-03-31,"Mark Robson",,
410,tt0041239,2026-05-06,2026-05-06,,"Champion","Champion",https://www.imdb.com/title/tt0041239/,Movie,7.3,99,1949,"Drama, Film-Noir, Sport",5371,1949-05-20,"Mark Robson",,
411,tt37118301,2026-05-20,2026-05-20,,"Minotaur","Minotaur",https://www.imdb.com/title/tt37118301/,Movie,7.5,135,2026,"Crime, Drama, Thriller",244,2026-10-14,"Andrey Zvyagintsev",,
412,tt2398231,2026-05-22,2026-05-22,,"The Homesman","The Homesman",https://www.imdb.com/title/tt2398231/,Movie,6.6,122,2014,"Drama, Western",38633,2014-05-18,"Tommy Lee Jones",,
413,tt37287335,2026-05-26,2026-05-26,,"Obsession","Obsession",https://www.imdb.com/title/tt37287335/,Movie,8.1,108,2025,"Horror, Romance, Thriller",111781,2026-05-15,"Curry Barker",,
414,tt2492296,2026-05-30,2026-05-30,,"Show Me a Hero","Show Me a Hero",https://www.imdb.com/title/tt2492296/,TV Mini Series,7.9,60,2015,"Drama, History",12831,2015-08-16,,,
415,tt24950660,2026-06-01,2026-06-01,,"Eternity","Eternity",https://www.imdb.com/title/tt24950660/,Movie,6.9,114,2025,"Comedy, Drama, Fantasy, Romance",61575,2025-11-26,"David Freyne",,
416,tt0056937,2026-06-02,2026-06-02,,"Cleopatra","Cleopatra",https://www.imdb.com/title/tt0056937/,Movie,7.0,320,1963,"Biography, Drama, History, Romance",41371,1963-07-31,"Joseph L. Mankiewicz, Rouben Mamoulian",,
417,tt35672862,2026-06-03,2026-06-03,,"Hokum","Hokum",https://www.imdb.com/title/tt35672862/,Movie,6.8,107,2026,"Horror, Thriller",37716,2026-05-01,"Damian McCarthy",,
418,tt8110652,2026-06-05,2026-06-05,,"Bodies Bodies Bodies","Bodies Bodies Bodies",https://www.imdb.com/title/tt8110652/,Movie,6.1,94,2022,"Comedy, Horror, Mystery, Thriller",90739,2022-08-12,"Halina Reijn",,
419,tt26657236,2026-06-05,2026-06-05,,"Backrooms","Backrooms",https://www.imdb.com/title/tt26657236/,Movie,7.1,110,2026,"Horror, Sci-Fi, Thriller",81196,2026-05-29,"Kane Parsons",,
420,tt0482571,2026-06-08,2026-06-08,,"The Prestige","The Prestige",https://www.imdb.com/title/tt0482571/,Movie,8.5,130,2006,"Drama, Mystery, Sci-Fi, Thriller",1594835,2006-10-20,"Christopher Nolan",,
421,tt15047880,2026-06-09,2026-06-09,,"Disclosure Day","Disclosure Day",https://www.imdb.com/title/tt15047880/,Movie,6.7,145,2026,"Action, Drama, Mystery, Sci-Fi, Thriller",59116,2026-06-12,"Steven Spielberg",,
422,tt1321510,2026-06-11,2026-06-11,,"In the Heights","In the Heights",https://www.imdb.com/title/tt1321510/,Movie,7.2,143,2021,"Drama, Musical, Romance",55954,2021-06-11,"Jon M. Chu",,
423,tt0762125,2026-06-11,2026-06-11,,"Planet 51","Planet 51",https://www.imdb.com/title/tt0762125/,Movie,6.0,91,2009,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",62162,2009-11-20,"Jorge Blanco, Javier Abad, Marcos Martínez",,
424,tt0268380,2026-06-11,2026-06-11,,"Ice Age","Ice Age",https://www.imdb.com/title/tt0268380/,Movie,7.5,81,2002,"Animation, Adventure, Comedy, Family",566600,2002-03-15,"Chris Wedge, Carlos Saldanha",,
425,tt0949731,2026-06-12,2026-06-12,,"The Happening","The Happening",https://www.imdb.com/title/tt0949731/,Movie,5.0,91,2008,"Adventure, Drama, Sci-Fi, Thriller",227146,2008-06-13,"M. Night Shyamalan",,
426,tt0118749,2026-06-17,2026-06-17,,"Boogie Nights","Boogie Nights",https://www.imdb.com/title/tt0118749/,Movie,7.9,155,1997,"Drama",307002,1997-10-31,"Paul Thomas Anderson",,
427,tt5308322,2026-06-18,2026-06-18,,"Happy Death Day","Happy Death Day",https://www.imdb.com/title/tt5308322/,Movie,6.6,96,2017,"Comedy, Horror, Mystery, Thriller",186989,2017-10-13,"Christopher Landon",,
